Class,Precision,Recall,F1-Score,Specificity,seed
N,0.9225105189340813,0.8660302830809743,0.8933786078098472,0.6978397593656002,20
Q,0.9871114480667172,0.6211832061068703,0.7625183016105417,0.998985135215808,20
S,0.0,0.0,0.0,0.9987696587140259,20
V,0.36147919876733436,0.8330965909090909,0.5041908446163765,0.8811858478123745,20
