Class,Precision,Recall,F1-Score,Specificity,seed
N,0.9142675905142968,0.9393863431264414,0.9266567754698318,0.6210912227733448,39
Q,0.8045112781954887,0.6190935390549662,0.6997275204359673,0.9861388777822204,39
S,0.10624551328068917,0.4054794520547945,0.16837315130830488,0.9485919563960691,39
V,0.9572727272727273,0.47907188353048225,0.6385688295936931,0.9979003797185615,39
