Class,Precision,Recall,F1-Score,Specificity,seed
N,0.7205176093916755,0.9626164060063271,0.8241554923989547,0.3073807752706835,20
Q,0.0,0.0,0.0,0.996195047708248,20
S,0.924924924924925,0.2828282828282828,0.43319268635724334,0.9894300693387451,20
V,0.3114754098360656,0.4105642256902761,0.35422061108234076,0.97757275505058,20
