Class,Precision,Recall,F1-Score,Specificity,seed
N,0.6892353377876763,0.9344740815299446,0.7933347575304422,0.41990022172949004,20
Q,0.9969604863221885,0.37044207808970636,0.540171744500647,0.9993609056879393,20
S,0.0,0.0,0.0,0.9728763913298184,20
V,0.7595628415300546,0.7417289220917823,0.7505399568034558,0.9864314789687924,20
