Class,Precision,Recall,F1-Score,Specificity,seed
N,0.7676198297745259,0.983593226824835,0.8622887574957018,0.3351489907081064,20
Q,0.9205211726384365,0.6487603305785123,0.7611096148666846,0.9956569719839095,20
S,0.008784773060029283,0.0011441647597254005,0.0020246330352623586,0.972947052947053,20
V,0.5930324623911323,0.3858835651725914,0.4675405742821473,0.9818554080768145,20
